time,keys,matches,errors
1333,j,1,0
2001,k,0,0
2286,j,1,0
3098,k,0,0
3302,k,0,0
2853,k,0,0
3715,j,1,0
1943,k,0,0
2888,k,1,1
2639,j,1,0
